Model_Year,Make,Model_1,Vehicle_Class,Engine_Size,Cylinders,Transmission,Fuel_Type,Fuel_Consumption_City,CO2_Emissions,CO2_Rating,Smog_Rating
2023,Ford,Expedition 4X4 (Without Stop-Start),SUV: Standard,3.5,6.0,AS10,6.0,15.4,318,3,6
2023,Ford,Expedition Timberline 4X4,SUV: Standard,3.5,6.0,AS10,6.0,14.5,318,3,6
2023,Ford,Expedition Timberline 4X4 (Without Stop-Start),SUV: Standard,3.5,6.0,AS10,6.0,15.2,327,3,6
2023,Ford,Explorer AWD,SUV: Standard,2.3,4.0,A10,4.0,11.6,241,5,7
2023,Ford,Explorer AWD (Without Stop-Start),SUV: Standard,2.3,4.0,A10,4.0,12.0,251,5,7
2023,Ford,Explorer AWD,SUV: Standard,3.0,6.0,A10,6.0,13.4,277,4,5
2023,Ford,Explorer AWD (Without Stop-Start),SUV: Standard,3.0,6.0,A10,6.0,13.8,280,4,5
2023,Ford,Explorer AWD,SUV: Standard,3.0,6.0,AS10,6.0,13.4,277,4,5
2023,Ford,Explorer AWD (Without Stop-Start),SUV: Standard,3.0,6.0,AS10,6.0,13.9,282,4,5
2023,Ford,Explorer Timberline AWD,SUV: Standard,2.3,4.0,AS10,4.0,12.2,269,4,7
2023,Ford,Explorer Timberline AWD (Without Stop-Start),SUV: Standard,2.3,4.0,AS10,4.0,12.5,277,4,7
2023,Ford,Explorer Hybrid AWD,SUV: Standard,3.3,6.0,A10,6.0,10.1,225,5,6
2023,Ford,F-150,Pickup truck: Standard,2.7,6.0,AS10,6.0,12.0,252,5,6
2023,Ford,F-150 (Without Stop-Start),Pickup truck: Standard,2.7,6.0,AS10,6.0,13.0,269,4,6
2023,Ford,F-150 FFV,Pickup truck: Standard,3.3,6.0,AS10,6.0,12.2,261,4,6
2023,Ford,F-150 FFV,Pickup truck: Standard,3.3,6.0,AS10,6.0,16.8,244,5,6
2023,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,3.3,6.0,AS10,6.0,12.5,268,4,6
2023,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,3.3,6.0,AS10,6.0,17.5,253,5,6
2023,Ford,F-150,Pickup truck: Standard,3.5,6.0,AS10,6.0,13.4,281,4,6
2023,Ford,F-150 FFV,Pickup truck: Standard,5.0,8.0,AS10,8.0,14.1,291,4,5
2023,Ford,F-150 FFV,Pickup truck: Standard,5.0,8.0,AS10,8.0,19.4,270,4,5
2023,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5.0,8.0,AS10,8.0,14.6,300,4,5
2023,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5.0,8.0,AS10,8.0,19.9,279,4,5
2023,Ford,F-150 4X4,Pickup truck: Standard,2.7,6.0,AS10,6.0,12.8,271,4,6
2023,Ford,F-150 4X4 (Without Stop-Start),Pickup truck: Standard,2.7,6.0,AS10,6.0,13.5,280,4,6
2023,Ford,F-150 4X4 FFV,Pickup truck: Standard,3.3,6.0,AS10,6.0,12.6,277,4,6
2023,Ford,F-150 4X4 FFV,Pickup truck: Standard,3.3,6.0,AS10,6.0,17.1,247,5,6
2023,Ford,F-150 4X4,Pickup truck: Standard,3.5,6.0,AS10,6.0,13.6,284,4,6
2023,Ford,F-150 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6.0,AS10,6.0,14.6,308,4,6
2023,Ford,F-150 4X4 FFV,Pickup truck: Standard,5.0,8.0,AS10,8.0,14.2,298,4,5
2023,Ford,F-150 4X4 FFV,Pickup truck: Standard,5.0,8.0,AS10,8.0,19.7,278,4,5
2023,Ford,F-150 4X4 FFV (Without Stop-Start),Pickup truck: Standard,5.0,8.0,AS10,8.0,15.0,309,4,5
2023,Ford,F-150 4X4 FFV (Without Stop-Start),Pickup truck: Standard,5.0,8.0,AS10,8.0,20.4,286,4,5
2023,Ford,F-150 Raptor 4X4,Pickup truck: Standard,3.5,6.0,AS10,6.0,15.8,344,3,6
2023,Ford,F-150 Raptor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6.0,AS10,6.0,16.8,357,2,6
2023,Ford,F-150 Raptor 37 4X4,Pickup truck: Standard,3.5,6.0,AS10,6.0,16.0,359,2,6
2023,Ford,F-150 Raptor 37 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6.0,AS10,6.0,16.6,370,2,6
2023,Ford,F-150 Raptor R 4X4,Pickup truck: Standard,5.2,8.0,AS10,8.0,22.8,460,1,5
2023,Ford,F-150 Tremor 4X4,Pickup truck: Standard,3.5,6.0,AS10,6.0,14.3,309,4,6
2023,Ford,F-150 Tremor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6.0,AS10,6.0,14.6,311,4,6
2023,Ford,F-150 Tremor 4X4 FFV,Pickup truck: Standard,5.0,8.0,AS10,8.0,15.2,321,3,5
2023,Ford,F-150 Tremor 4X4 FFV,Pickup truck: Standard,5.0,8.0,AS10,8.0,20.3,295,4,5
2023,Ford,F-150 Tremor 4X4 FFV (Without Stop-Start),Pickup truck: Standard,5.0,8.0,AS10,8.0,15.4,322,3,5
2023,Ford,F-150 Tremor 4X4 FFV (Without Stop-Start),Pickup truck: Standard,5.0,8.0,AS10,8.0,20.7,298,4,5
2023,Ford,F-150 Hybrid,Pickup truck: Standard,3.5,6.0,AS10,6.0,10.1,236,5,6
2023,Ford,F-150 Hybrid 4X4,Pickup truck: Standard,3.5,6.0,AS10,6.0,10.5,245,5,6
2023,Ford,Maverick AWD,Pickup truck: Small,2.0,4.0,A8,4.0,10.9,230,5,6
2023,Ford,Maverick Tremor AWD,Pickup truck: Small,2.0,4.0,A8,4.0,11.9,257,4,6
2023,Ford,Maverick Hybrid,Pickup truck: Small,2.5,4.0,AV,4.0,5.8,149,7,7
2023,Ford,Mustang,Subcompact,2.3,4.0,A10,4.0,11.0,220,5,5
2023,Ford,Mustang,Subcompact,2.3,4.0,AS10,4.0,11.6,235,5,5
2023,Ford,Mustang (High Performance),Subcompact,2.3,4.0,AS10,4.0,11.7,242,5,5
2023,Ford,Mustang,Subcompact,2.3,4.0,M6,4.0,11.6,238,5,5
2023,Ford,Mustang (High Performance),Subcompact,2.3,4.0,M6,4.0,11.9,246,5,5
2023,Ford,Mustang,Subcompact,5.0,8.0,AS10,8.0,15.2,299,4,5
2023,Ford,Mustang,Subcompact,5.0,8.0,M6,8.0,16.2,317,3,5
2023,Ford,Mustang Convertible,Subcompact,2.3,4.0,A10,4.0,11.8,240,5,5
2023,Ford,Mustang Convertible,Subcompact,2.3,4.0,AS10,4.0,12.0,244,5,5
2023,Ford,Mustang Convertible (High Performance),Subcompact,2.3,4.0,AS10,4.0,12.1,252,5,5
2023,Ford,Mustang Convertible,Subcompact,2.3,4.0,M6,4.0,11.8,244,5,5
2023,Ford,Mustang Convertible (High Performance),Subcompact,2.3,4.0,M6,4.0,12.3,256,5,5
2023,Ford,Mustang Convertible,Subcompact,5.0,8.0,AS10,8.0,15.8,313,4,5
2023,Ford,Mustang Mach 1,Subcompact,5.0,8.0,AS10,8.0,15.2,303,4,5
2023,Ford,Mustang Mach 1,Subcompact,5.0,8.0,M6,8.0,17.3,343,3,5
2023,Ford,Ranger 4WD,Pickup truck: Standard,2.3,4.0,AS10,4.0,11.8,255,5,3
2023,Ford,Ranger 4WD (Without Stop-Start),Pickup truck: Standard,2.3,4.0,AS10,4.0,12.3,261,4,3
2023,Ford,Ranger Tremor 4WD,Pickup truck: Standard,2.3,4.0,AS10,4.0,12.4,293,4,3
2023,Ford,Transit Connect Van,Special purpose vehicle,2.0,4.0,AS8,4.0,9.8,221,5,6
2023,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.0,4.0,AS8,4.0,10.0,216,5,6
2023,Genesis,G70 AWD,Compact,2.0,4.0,AS8,4.0,11.4,236,5,3
2023,Genesis,G70 AWD,Compact,3.3,6.0,AS8,6.0,13.5,273,4,3
2023,Genesis,G80 AWD,Full-size,2.5,4.0,AS8,4.0,10.8,225,5,5
2023,Genesis,G80 AWD,Full-size,3.5,6.0,AS8,6.0,14.8,298,4,5
2023,Genesis,G90,Full-size,3.5,6.0,AM8,6.0,13.6,274,4,5
2023,Genesis,GV70 AWD,SUV: Small,2.5,4.0,AS8,4.0,10.7,229,5,5
2023,Genesis,GV70 AWD,SUV: Small,3.5,6.0,AS8,6.0,12.9,275,4,5
2023,Genesis,GV80 AWD,SUV: Standard,2.5,4.0,AS8,4.0,11.3,248,5,5
2023,Genesis,GV80 AWD,SUV: Standard,3.5,6.0,AS8,6.0,12.9,279,4,5
2023,GMC,Acadia AWD,SUV: Standard,2.0,4.0,A9,4.0,10.8,232,5,7
2023,GMC,Acadia AWD,SUV: Standard,3.6,6.0,A9,6.0,12.6,259,4,6
2023,GMC,Canyon,Pickup truck: Small,2.7,4.0,A8,4.0,13.0,277,4,7
2023,GMC,Canyon 4WD,Pickup truck: Small,2.7,4.0,A8,4.0,13.5,290,4,7
2023,GMC,Canyon 4WD Mud Terrain Tire,Pickup truck: Small,2.7,4.0,A8,4.0,13.9,308,4,7
2023,GMC,Canyon AT4X 4WD,Pickup truck: Small,2.7,4.0,A8,4.0,14.3,335,3,7
2023,GMC,Sierra,Pickup truck: Standard,2.7,4.0,A8,4.0,12.7,281,4,7
2023,GMC,Sierra,Pickup truck: Standard,3.0,6.0,A10,6.0,10.0,247,5,5
2023,GMC,Sierra,Pickup truck: Standard,5.3,8.0,A10,8.0,14.3,303,4,6
2023,GMC,Sierra FFV,Pickup truck: Standard,5.3,8.0,A10,8.0,14.3,308,4,5
2023,GMC,Sierra FFV,Pickup truck: Standard,5.3,8.0,A10,8.0,19.6,293,4,5
2023,GMC,Sierra 4WD,Pickup truck: Standard,2.7,4.0,A8,4.0,13.1,291,4,7
2023,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,2.7,4.0,A8,4.0,13.8,318,3,7
2023,GMC,Sierra 4WD,Pickup truck: Standard,3.0,6.0,A10,6.0,10.7,264,4,5
2023,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,3.0,6.0,A10,6.0,11.1,288,4,5
2023,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8.0,A10,8.0,14.8,325,3,6
2023,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8.0,A10,8.0,15.2,326,3,5
2023,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8.0,A10,8.0,21.3,318,3,5
2023,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,5.3,8.0,A10,8.0,16.0,346,3,6
2023,GMC,Sierra 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8.0,A10,8.0,15.2,326,3,5
2023,GMC,Sierra 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8.0,A10,8.0,21.3,318,3,5
2023,GMC,Sierra 4WD,Pickup truck: Standard,6.2,8.0,A10,8.0,15.4,330,3,6
2023,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,6.2,8.0,A10,8.0,16.7,364,2,6
2023,GMC,Sierra 4WD AT4X,Pickup truck: Standard,6.2,8.0,A10,8.0,16.7,364,2,6
2023,GMC,Terrain,SUV: Small,1.5,4.0,A9,4.0,9.7,211,5,7
2023,GMC,Terrain AWD,SUV: Small,1.5,4.0,A9,4.0,9.9,216,5,7
2023,GMC,Yukon,SUV: Standard,3.0,6.0,A10,6.0,11.2,272,4,3
2023,GMC,Yukon,SUV: Standard,5.3,8.0,A10,8.0,15.8,327,3,6
2023,GMC,Yukon 4WD,SUV: Standard,3.0,6.0,A10,6.0,11.7,281,4,3
2023,GMC,Yukon 4WD,SUV: Standard,5.3,8.0,A10,8.0,15.8,327,3,6
2023,GMC,Yukon 4WD,SUV: Standard,6.2,8.0,A10,8.0,16.6,352,3,6
2023,GMC,Yukon XL,SUV: Standard,3.0,6.0,A10,6.0,11.2,272,4,3
2023,GMC,Yukon XL,SUV: Standard,5.3,8.0,A10,8.0,15.8,327,3,6
2023,GMC,Yukon XL 4WD,SUV: Standard,3.0,6.0,A10,6.0,11.7,281,4,3
2023,GMC,Yukon XL 4WD,SUV: Standard,5.3,8.0,A10,8.0,16.0,339,3,6
2023,GMC,Yukon XL 4WD,SUV: Standard,6.2,8.0,A10,8.0,16.6,352,3,6
2023,Honda,Accord,Full-size,1.5,4.0,AV,4.0,8.1,171,6,7
2023,Honda,Accord Hybrid Sport/Touring,Mid-size,2.0,4.0,AV,4.0,5.0,124,8,7
2023,Honda,Civic Hatchback,Full-size,1.5,4.0,AV7,4.0,7.7,166,6,7
2023,Honda,Civic Hatchback,Full-size,1.5,4.0,M6,4.0,8.5,175,6,6
2023,Honda,Civic Hatchback,Full-size,2.0,4.0,AV,4.0,8.0,167,6,7
2023,Honda,Civic Hatchback,Full-size,2.0,4.0,M6,4.0,9.1,186,6,6
2023,Honda,Civic Sedan,Mid-size,1.5,4.0,AV7,4.0,7.6,162,7,7
2023,Honda,Civic Sedan,Mid-size,2.0,4.0,AV,4.0,7.7,162,7,7
2023,Honda,Civic Sedan,Mid-size,2.0,4.0,AV7,4.0,7.8,165,6,7
2023,Honda,Civic Sedan Si,Mid-size,1.5,4.0,M6,4.0,8.7,180,6,6
2023,Honda,Civic Type R,Full-size,2.0,4.0,M6,4.0,10.8,224,5,6
2023,Honda,CR-V,SUV: Small,1.5,4.0,AV,4.0,8.4,181,6,7
2023,Honda,CR-V AWD,SUV: Small,1.5,4.0,AV,4.0,9.1,197,6,6
2023,Honda,CR-V Hybrid AWD,SUV: Small,2.0,4.0,AV,4.0,6.0,151,7,7
2023,Honda,HR-V,Station wagon: Small,2.0,4.0,AV,4.0,9.1,194,6,7
2023,Honda,HR-V AWD,Station wagon: Small,2.0,4.0,AV,4.0,9.4,203,5,7
2023,Honda,Odyssey,Minivan,3.5,6.0,AS10,6.0,12.2,248,5,5
2023,Honda,Passport AWD,SUV: Small,3.5,6.0,AS9,6.0,12.5,265,4,3
2023,Honda,Pilot AWD,SUV: Standard,3.5,6.0,AS10,6.0,12.4,258,4,7
2023,Honda,Pilot AWD Touring/Elite/Black,SUV: Standard,3.5,6.0,AS10,6.0,12.7,262,4,7
2023,Honda,Pilot AWD TrailSport,SUV: Standard,3.5,6.0,AS10,6.0,13.0,275,4,7
2023,Honda,Ridgeline AWD,Pickup truck: Standard,3.5,6.0,AS9,6.0,12.8,271,4,3
2023,Hyundai,Elantra,Mid-size,1.6,4.0,AM7,4.0,8.4,179,6,5
2023,Hyundai,Elantra,Mid-size,2.0,4.0,AV1,4.0,7.6,158,7,5
2023,Hyundai,Elantra (ISG),Mid-size,2.0,4.0,AV1,4.0,7.1,151,7,5
2023,Hyundai,Elantra N,Mid-size,2.0,4.0,AM8,4.0,12.1,241,5,3
2023,Hyundai,Elantra N,Mid-size,2.0,4.0,M6,4.0,10.9,223,5,3
2023,Hyundai,Elantra Hybrid,Mid-size,1.6,4.0,AM6,4.0,4.8,110,8,7
2023,Hyundai,Kona,SUV: Small,2.0,4.0,AV,4.0,8.0,174,6,7
2023,Hyundai,Kona N,SUV: Small,2.0,4.0,AM8,4.0,11.8,246,5,3
2023,Hyundai,Kona AWD,SUV: Small,1.6,4.0,AM7,4.0,8.8,193,6,5
2023,Hyundai,Kona AWD,SUV: Small,2.0,4.0,AV,4.0,8.5,187,6,7
2023,Hyundai,Palisade AWD,SUV: Small,3.8,6.0,AS8,6.0,12.6,263,4,5
2023,Hyundai,Santa Cruz AWD,Pickup truck: Small,2.5,4.0,AM8,4.0,12.1,250,5,5
2023,Hyundai,Santa Fe AWD,SUV: Small,2.5,4.0,AM8,4.0,11.0,233,5,5
2023,Hyundai,Santa Fe AWD,SUV: Small,2.5,4.0,AS8,4.0,10.6,235,5,7
2023,Hyundai,Santa Fe Hybrid,SUV: Small,1.6,4.0,AM6,4.0,7.1,176,6,7
2023,Hyundai,Sonata,Full-size,1.6,4.0,AS8,4.0,9.0,186,6,5
2023,Hyundai,Sonata,Full-size,2.5,4.0,AM8,4.0,10.1,208,5,5
2023,Hyundai,Sonata,Full-size,2.5,4.0,AS8,4.0,8.8,182,6,7
2023,Hyundai,Sonata Hybrid,Full-size,2.0,4.0,AM6,4.0,5.3,117,8,7
2023,Hyundai,Tucson,SUV: Small,2.5,4.0,AS8,4.0,9.4,200,6,7
2023,Hyundai,Tucson AWD,SUV: Small,2.5,4.0,AS8,4.0,10.1,218,5,7
2023,Hyundai,Tucson Hybrid,SUV: Small,1.6,4.0,AM6,4.0,6.3,152,7,7
2023,Hyundai,Venue,Mid-size,1.6,4.0,AV1,4.0,7.9,177,6,5
2023,Infiniti,Q50 AWD,Mid-size,3.0,6.0,AS7,6.0,12.5,254,5,3
2023,Infiniti,Q50 AWD Red Sport,Mid-size,3.0,6.0,AS7,6.0,12.5,261,4,3
2023,Infiniti,QX50 AWD,SUV: Small,2.0,4.0,AV8,4.0,10.8,228,5,6
2023,Infiniti,QX55 AWD,SUV: Small,2.0,4.0,AV8,4.0,10.4,222,5,6
2023,Infiniti,QX60 AWD,SUV: Standard,3.5,6.0,AS9,6.0,11.9,251,5,5
2023,Infiniti,QX80 4WD,SUV: Standard,5.6,8.0,AS7,8.0,17.5,355,3,3
2023,Jaguar,E-PACE P250,SUV: Small,2.0,4.0,AS9,4.0,11.5,247,5,7
2023,Jaguar,F-PACE P250,SUV: Small,2.0,4.0,AS8,4.0,10.7,227,5,7
2023,Jaguar,F-PACE P400,SUV: Small,3.0,6.0,AS8,6.0,12.1,253,5,7
2023,Jaguar,F-PACE P550 SVR,SUV: Small,5.0,8.0,AS8,8.0,15.4,316,3,3
2023,Jaguar,F-TYPE P450 Convertible,Two-seater,5.0,8.0,AS8,8.0,14.1,286,4,3
2023,Jaguar,F-TYPE P450 Convertible AWD,Two-seater,5.0,8.0,AS8,8.0,15.2,299,4,3
2023,Jaguar,F-TYPE P450 Coupe,Two-seater,5.0,8.0,AS8,8.0,14.1,286,4,3
2023,Jaguar,F-TYPE P450 Coupe AWD,Two-seater,5.0,8.0,AS8,8.0,15.2,299,4,3
2023,Jaguar,F-TYPE R Convertible AWD,Two-seater,5.0,8.0,AS8,8.0,15.2,299,4,3
2023,Jaguar,F-TYPE R Coupe AWD,Two-seater,5.0,8.0,AS8,8.0,15.2,299,4,3
2023,Jaguar,XF P250,Mid-size,2.0,4.0,AS8,4.0,9.4,197,6,7
2023,Jaguar,XF P300 AWD,Mid-size,2.0,4.0,AS8,4.0,10.6,219,5,7
2023,Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2.4,4.0,A9,4.0,11.2,230,5,6
2023,Jeep,Cherokee 4X4 Trailhawk Active Drive Lock,SUV: Small,2.0,4.0,A9,4.0,11.8,249,5,5
2023,Jeep,Compass 4X4,SUV: Small,2.0,4.0,A8,4.0,9.9,205,5,7
2023,Jeep,Gladiator 4X4 EcoDiesel,Pickup truck: Standard,3.0,6.0,A8,6.0,10.8,263,4,1
2023,Jeep,Gladiator 4X4 Rubicon EcoDiesel,Pickup truck: Standard,3.0,6.0,A8,6.0,11.0,271,4,1
2023,Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6.0,A8,6.0,13.7,290,4,7
2023,Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6.0,M6,6.0,14.3,296,4,5
2023,Jeep,Grand Cherokee 4X4,SUV: Standard,3.6,6.0,A8,6.0,12.3,256,5,7
2023,Jeep,Grand Cherokee 4X4,SUV: Standard,5.7,8.0,A8,8.0,16.7,331,3,5
2023,Jeep,Grand Cherokee L 4X4,SUV: Standard,3.6,6.0,A8,6.0,13.0,266,4,7
2023,Jeep,Grand Cherokee L 4X4,SUV: Standard,5.7,8.0,A8,8.0,16.7,331,3,5
2023,Jeep,Grand Wagoneer 4X4 (High Output),SUV: Standard,3.0,6.0,A8,6.0,16.3,334,3,5
2023,Jeep,Grand Wagoneer 4X4,SUV: Standard,6.4,8.0,A8,8.0,18.6,374,2,1
2023,Jeep,Grand Wagoneer L 4X4 (High Output),SUV: Standard,3.0,6.0,A8,6.0,17.0,352,3,5
2023,Jeep,Renegade 4X4,SUV: Small,1.3,4.0,A9,4.0,10.1,222,5,6
2023,Jeep,Renegade 4X4 Trailhawk,SUV: Small,1.3,4.0,A9,4.0,10.8,231,5,6
2023,Jeep,Wagoneer 4X4,SUV: Standard,3.0,6.0,A8,6.0,14.5,293,4,6
2023,Jeep,Wagoneer 4X4,SUV: Standard,5.7,8.0,A8,8.0,15.6,324,3,5
2023,Jeep,Wagoneer L 4X4,SUV: Standard,3.0,6.0,A8,6.0,14.5,297,4,6
2023,Jeep,Wrangler JL 4X4,SUV: Small,2.0,4.0,A8,4.0,10.7,241,5,5
2023,Jeep,Wrangler JL 4X4,SUV: Small,3.6,6.0,A8,6.0,12.8,274,4,7
2023,Jeep,Wrangler JL 4X4 eTorque,SUV: Small,3.6,6.0,A8,6.0,12.0,258,4,7
2023,Jeep,Wrangler JL 4X4,SUV: Small,3.6,6.0,M6,6.0,13.7,277,4,5
2023,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,2.0,4.0,A8,4.0,11.5,251,5,5
2023,Jeep,Wrangler JL Unlimited 4X4 EcoDiesel,SUV: Small,3.0,6.0,A8,6.0,10.6,255,5,1
2023,Jeep,Wrangler JL Unlimited 4X4 Rubicon EcoDiesel,SUV: Small,3.0,6.0,A8,6.0,11.2,275,4,1
2023,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.6,6.0,A8,6.0,12.9,275,4,7
2023,Jeep,Wrangler JL Unlimited 4X4 eTorque,SUV: Small,3.6,6.0,A8,6.0,12.3,262,4,7
2023,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.6,6.0,M6,6.0,13.8,285,4,5
2023,Jeep,Wrangler JL Unlimited 4X4 392,SUV: Small,6.4,8.0,A8,8.0,18.5,387,2,1
2023,Kia,Carnival,Minivan,3.5,6.0,AS8,6.0,12.1,252,5,5
2023,Kia,Forte,Mid-size,1.6,4.0,AM7,4.0,8.7,184,6,5
2023,Kia,Forte,Mid-size,2.0,4.0,AV,4.0,8.2,170,6,7
2023,Kia,Forte 5,Full-size,1.6,4.0,AM7,4.0,8.9,190,6,5
2023,Kia,Forte 5,Full-size,2.0,4.0,AV,4.0,8.6,182,6,7
2023,Kia,K5,Full-size,2.5,4.0,AM8,4.0,9.9,207,5,5
2023,Kia,K5 AWD,Full-size,1.6,4.0,AS8,4.0,9.3,196,6,5
2023,Kia,Niro,Station wagon: Small,1.6,4.0,AM6,4.0,4.5,112,8,7
2023,Kia,Niro FE,Station wagon: Small,1.6,4.0,AM6,4.0,4.5,104,9,7
2023,Kia,Rio,Compact,1.6,4.0,AV1,4.0,7.2,160,7,3
2023,Kia,Rio,Compact,1.6,4.0,M6,4.0,7.7,166,6,3
2023,Kia,Seltos,SUV: Small,2.0,4.0,AV8,4.0,8.2,182,6,5
2023,Kia,Seltos AWD,SUV: Small,1.6,4.0,AM7,4.0,9.4,205,5,5
2023,Kia,Seltos AWD,SUV: Small,2.0,4.0,AV8,4.0,8.8,195,6,5
2023,Kia,Sorento AWD,SUV: Small,2.5,4.0,AM8,4.0,10.9,234,5,5
2023,Kia,Sorento AWD,SUV: Small,2.5,4.0,AS8,4.0,10.1,227,5,5
2023,Kia,Sorento Hybrid AWD,SUV: Small,1.6,4.0,AM6,4.0,6.4,157,7,7
2023,Kia,Soul,Station wagon: Small,2.0,4.0,AV,4.0,8.5,187,6,7
2023,Kia,Sportage,SUV: Small,2.5,4.0,AS8,4.0,9.3,198,6,5
2023,Kia,Sportage AWD,SUV: Small,2.5,4.0,AS8,4.0,10.4,224,5,5
2023,Kia,Sportage Hybrid AWD,SUV: Small,1.6,4.0,AM6,4.0,6.1,145,7,7
2023,Kia,Stinger AWD,Mid-size,3.3,6.0,AS8,6.0,13.7,280,4,3
2023,Kia,Telluride AWD,SUV: Small,3.8,6.0,AS8,6.0,12.8,269,4,5
2023,Lamborghini,Huracán EVO Coupe,Two-seater,5.2,10.0,AM7,10.0,18.0,368,2,1
2023,Lamborghini,Huracán EVO Coupe AWD,Two-seater,5.2,10.0,AM7,10.0,18.2,370,2,1
2023,Lamborghini,Huracán EVO Spyder,Two-seater,5.2,10.0,AM7,10.0,18.0,368,2,1
2023,Lamborghini,Huracán EVO Spyder AWD,Two-seater,5.2,10.0,AM7,10.0,18.2,370,2,1
2023,Lamborghini,Urus Performante,SUV: Standard,4.0,8.0,AS8,8.0,16.6,345,3,3
2023,Lamborghini,Urus S,SUV: Standard,4.0,8.0,AS8,8.0,16.6,345,3,3
2023,Land Rover,Defender 90 P300,SUV: Standard,2.0,4.0,AS8,4.0,13.2,289,4,7
2023,Land Rover,Defender 90 P400,SUV: Standard,3.0,6.0,AS8,6.0,12.9,276,4,7
2023,Land Rover,Defender 90 5.0L V8,SUV: Standard,5.0,8.0,AS8,8.0,15.8,339,3,3
2023,Land Rover,Defender 110 P300,SUV: Standard,2.0,4.0,AS8,4.0,14.2,306,4,7
2023,Land Rover,Defender 110 P400,SUV: Standard,3.0,6.0,AS8,6.0,12.9,276,4,7
2023,Land Rover,Defender 110 5.0L V8,SUV: Standard,5.0,8.0,AS8,8.0,16.4,350,3,3
2023,Land Rover,Discovery P300,SUV: Standard,2.0,4.0,AS8,4.0,12.2,271,4,7
2023,Land Rover,Discovery P360,SUV: Standard,3.0,6.0,AS8,6.0,12.1,258,4,7
2023,Land Rover,Discovery Sport P250,SUV: Small,2.0,4.0,AS9,4.0,12.7,271,4,7
2023,Land Rover,Range Rover P400,SUV: Standard,3.0,6.0,AS8,6.0,13.1,265,4,7
2023,Land Rover,Range Rover P400 LWB,SUV: Standard,3.0,6.0,AS8,6.0,13.1,265,4,7
2023,Land Rover,Range Rover P530,SUV: Standard,4.4,8.0,AS8,8.0,15.1,316,4,5
2023,Land Rover,Range Rover P530 LWB,SUV: Standard,4.4,8.0,AS8,8.0,15.2,314,4,5
2023,Land Rover,Range Rover Sport P360,SUV: Standard,3.0,6.0,AS8,6.0,12.3,254,5,7
2023,Land Rover,Range Rover Sport HST P400,SUV: Standard,3.0,6.0,AS8,6.0,13.1,265,4,7
2023,Land Rover,Range Rover Sport P530,SUV: Standard,4.4,8.0,AS8,8.0,15.1,316,4,5
2023,Land Rover,Range Rover Evoque P250,SUV: Small,2.0,4.0,AS9,4.0,11.9,247,5,7
2023,Land Rover,Range Rover Evoque P300,SUV: Small,2.0,4.0,AS9,4.0,11.3,244,5,7
2023,Land Rover,Range Rover Velar P250,SUV: Small,2.0,4.0,AS8,4.0,11.5,244,5,7
2023,Land Rover,Range Rover Velar P340,SUV: Small,3.0,6.0,AS8,6.0,11.8,248,5,7
2023,Land Rover,Range Rover Velar P400,SUV: Small,3.0,6.0,AS8,6.0,12.6,265,4,7
2023,Lexus,ES 250 AWD,Mid-size,2.5,4.0,AS8,4.0,9.5,195,6,6
2023,Lexus,ES 300h,Mid-size,2.5,4.0,AV6,4.0,5.5,124,8,7
2023,Lexus,ES 350,Mid-size,3.5,6.0,AS8,6.0,10.7,214,5,5
2023,Lexus,ES 350 F SPORT,Mid-size,3.5,6.0,AS8,6.0,10.9,219,5,5
2023,Lexus,GX 460,SUV: Standard,4.6,8.0,AS6,8.0,16.2,337,3,3
2023,Lexus,IS 300,Compact,2.0,4.0,AS8,4.0,11.0,221,5,5
2023,Lexus,IS 300 AWD,Compact,3.5,6.0,AS6,6.0,12.2,253,5,5
2023,Lexus,IS 350 AWD,Compact,3.5,6.0,AS6,6.0,12.2,253,5,5
2023,Lexus,IS 500,Compact,5.0,8.0,AS8,8.0,14.1,280,4,5
2023,Lexus,LC 500,Subcompact,5.0,8.0,AS10,8.0,15.1,294,4,5
